"id","name","sponsor","event","venue","place","physical_description","occasion","notes","call_number","date","location","currency","currency_symbol","status","page_count","dish_count"
16747,"","RED STAR LINE","DINNER","COMMERCIAL","EN ROUTE ABOARD SS WESTERNLAND","CARD; ILLUS; 5 X 8;","","HANDWRITTEN; PRICED WINE LIST ON BACK WITH EXCHANGE RATES FROM FRENCH CURRENCY; DUTCH WOMEN AND CHILDREN LOOKING OUT TO SEA AT STEAMER;","1900-2179","1900-02-28","RED STAR LINE","DOLLARS","$","COMPLETE",2,53
16748,"","RED STAR LINE","LUNCH","COMMERCIAL","EN ROUTE ABOARD SS WESTERNLAND","CARD; ILLUS; 5 X 8;","","HANDWRITTEN; GARLAND OF COOK, COOKING UTENSILS;","1900-2180","1900-02-27","RED STAR LINE","","","COMPLETE",2,21
16749,"","NIPPON YUSEN KAISHA","DINNER","COMMERCIAL","ABOARD SS KASUGA","BROADSHEET; ILLUS; COL; 10.5X9.5;","","HAND WRITTEN; ILLUS, YOUTHS IN JAPANESE COSTUME, CARRYING FLOAT; REVERSE SIDE, MAP OF INDIAN OCEAN SHOWING THE STEAMER TRACKS OF THE NIPPON YUSEN KAISHA;","1900-4102","1900-08-20","NIPPON YUSEN KAISHA","","","COMPLETE",2,18
16750,"","NIPPON YUSEN KAISHA","BREAKFAST","COMMERCIAL","ABOARD SS KAMAKURA MARU","BROADSIDE; 5.5X7.75;","","FIRST CLASS BILL OF FARE; HAND WRITTEN;","1900-4103","1900-08-20","NIPPON YUSEN KAISHA","","","COMPLETE",2,16
16751,"","NIPPON YUSEN KAISHA","BREAKFAST","COMMERCIAL","ABOARD SS KASUGA","BROADSIDE; 5.5X7.75;","","HAND WRITTEN;","1900-4104","1900-08-20","NIPPON YUSEN KAISHA","","","COMPLETE",2,16
16752,"","NIPPON YUSEN KAISHA","TIFFIN","COMMERCIAL","ABOARD SS KASUGA","BROADSIDE; 5.5X7.75;","","HAND WRITTEN;","1900-4105","1900-08-20","NIPPON YUSEN KAISHA","","","COMPLETE",2,14
16753,"","NIPPON YUSEN KAISHA","BREAKFAST","COMMERCIAL","ABOARD SS KASUGA","BROADSIDE; 5.5X7.75;","","HAND WRITTEN;","1900-4110","1900-08-21","NIPPON YUSEN KAISHA","","","COMPLETE",2,20
16754,"","NIPPON YUSEN KAISHA","TIFFIN","COMMERCIAL","EN ROUTE ABOARD SS KAMAKURA MARU","BROADSIDE; 5.25 X 7.75;","","HANDWRITTEN; GREEN ORNAMENTAL BORDER;","1900-4205","1900-08-30","NIPPON YUSEN KAISHA","","","COMPLETE",2,16
16755,"","NIPPON YUSEN KAISHA","DINNER","COMMERCIAL","EN ROUTE ABOARD SS KASUGA","BROADSHEET; ILLUS; COL; 10.5 X 9.5;","","HANDWRITTEN; ILLUSTRATION OF CHILDREN CARRYING LANTERNS AND DRUM; MAP ON BACK OF ROUTES COVERED BY LINE;","1900-4216","1900-08-31","NIPPON YUSEN KAISHA","","","COMPLETE",2,15
16756,"","NIPPON YUSEN KAISHA","DINNER","COMMERCIAL","EN ROUTE ABOARD SS KASUGA","BROADSHEET; ILLUS; COL; 10.5 X 9.5;","","HANDWRITTEN; ILLUSTRATION OF CHILDREN CARRYING LANTERNS AND DRUM; MAP ON BACK OF ROUTES COVERED BY LINE; DATE ILLEGIBLE;","1900-4217","1900-08-01","NIPPON YUSEN KAISHA","","","COMPLETE",2,14
16757,"","NIPPON YUSEN KAISHA","DINNER","COMMERCIAL","EN ROUTE ABOARD SS KAMAKURA MARU","BROADSHEET; ILLUS; COL; 10.5 X 9.5;","","HANDWRITTEN; ILLUSTRATION OF SAMURAI; MAP ON BACK OF ROUTES COVERED BY LINE;","1900-4218","1900-08-30","NIPPON YUSEN KAISHA","","","COMPLETE",2,18
16758,"","NIPPON YUSEN KAISHA","DINNER","COMMERCIAL","EN ROUTE ABOARD SS KAMAKURA MARU","BROADSHEET; ILLUS; COL; 10.5 X 9.5;","","HANDWRITTEN; FLORAL ILLUSTRATION; MAP ON BACK OF ROUTES COVERED BY LINE;","1900-4219","1900-08-31","NIPPON YUSEN KAISHA","","","COMPLETE",2,22
16759,"","CANADIAN PACIFIC RAILWAY CO. - S.S. ATHABASCA","DINNER","COMMERCIAL","EN ROUTE","BROADSIDE; COL; 4.5 X 7;","DAILY","","1900-4226","1900-09-01","CANADIAN PACIFIC RAILWAY CO SSATHABASCA","DOLLARS","$","COMPLETE",2,21
16760,"","CANADIAN PACIFIC RAILWAY CO. - S.S. ATHABASCA","DINNER","COMMERCIAL","EN ROUTE","BROADSIDE; COL; 4.5 X 7;","DAILY","","1900-4227","1900-09-01","CANADIAN PACIFIC RAILWAY CO SSATHABASCA","","","COMPLETE",2,24
16761,"","CANADIAN PACIFIC RAILWAY CO. - S.S. ATHABASCA","DINNER","COMMERCIAL","EN ROUTE","BROADSIDE; COL; 4.5 X 7 ;","DAILY","","1900-4228","1900-09-01","CANADIAN PACIFIC RAILWAY CO SSATHABASCA","","","COMPLETE",2,32
16762,"","CANADIAN PACIFIC RAILWAY CO. - S.S. ALBERTA","LUNCHEON","COMMERCIAL","EN ROUTE","BROADSIDE; COL; 4.5 X 7.25;","DAILY","","1900-4230","1900-09-01","CANADIAN PACIFIC RAILWAY CO SS ALBERTA","","","COMPLETE",2,24
16763,"","CANADIAN PACIFIC RAILWAY CO. - S.S. ALBERTA","LUNCHEON","COMMERCIAL","EN ROUTE","BROADSIDE; COL; 4.5 X 7.25;","DAILY","","1900-4231","1900-09-01","CANADIAN PACIFIC RAILWAY CO SS ALBERTA","","","COMPLETE",2,24
16764,"","CANADIAN PACIFIC RAILWAY CO. - S.S. ALBERTA","LUNCHEON","COMMERCIAL","EN ROUTE","BROADSIDE; COL; 4.5 X 7.25;","DAILY","","1900-4232","1900-09-01","CANADIAN PACIFIC RAILWAY CO SS ALBERTA","DOLLARS","$","COMPLETE",2,26
16765,"","TOYO KISEN KAISHA","BREAKFAST","COMMERCIAL","SS HONG KONG MARU","CARD;ILLUS;6.25X7.75;","DAILY","VARIOUS ILLUSTRATIONS ON BACK;","1900-4257","1900-09-01","TOYO KISEN KAISHA","","","COMPLETE",2,23
16766,"","TOYO KISEN KAISHA","TIFFIN","COMMERCIAL","SS HONG KONG MARU","CARD;ILLUS;6.25X7.75;","DAILY","VARIOUS ILLUSTRATIONS ON BACK;","1900-4258","1900-09-01","TOYO KISEN KAISHA","","","COMPLETE",2,31
16767,"","TOYO KISEN KAISHA","DINNER","COMMERCIAL","SS HONG KONG MARU","CARD;ILLUS;6.25X7.75;","DAILY","VARIOUS ILLUSTRATIONS ON BACK;","1900-4259","1900-09-01","TOYO KISEN KAISHA","","","COMPLETE",2,33
16768,"","NIPPON YUSEN KAISHA","DINNER","COMMERCIAL","SS KOBE MARU","BROADSIDE;ILLUS;COL;10.25X9.5;","DAILY","ILLUSTRATION OF CHILDRENS'PARADE;MAP OF ROUTES;","1900-4260","1900-09-01","NIPPON YUSEN KAISHA","","","COMPLETE",2,16
16769,"","NIPPON YUSEN KAISHA","DINNER","COMMERCIAL","SS KOBE MARU","BROADSIDE;ILLUS;COL;10.25X9.5;","DAILY","ILLUSTRATION OF CHILDRENS'PARADE;MAP OF ROUTES;","1900-4261","1900-09-01","NIPPON YUSEN KAISHA","","","COMPLETE",2,19
16770,"","NIPPON YUSEN KAISHA","BREAKFAST","COMMERCIAL","SS KASUGA","BROADSHEET;5.25X7.75;","DAILY","","1900-4262","1900-09-01","NIPPON YUSEN KAISHA","","","COMPLETE",2,16
16771,"","NIPPON YUSEN KAISHA","TIFFIN","COMMERCIAL","SS KASUGA","BROADSHEET;5.25X7.75;","DAILY","","1900-4263","1900-09-01","NIPPON YUSEN KAISHA","","","COMPLETE",2,15
16772,"","PACIFIC MAIL STEAMSHIP CO.","BREAKFAST","COMMERCIAL","SS CITY OF RIO DE JANEIRO","BROADSIDE; 5.75X8.75;","","2 COPIES","1900-3302","1900-05-17","PACIFIC MAIL STEAMSHIP CO","","","COMPLETE",2,18
16773,"","OCCIDENTAL & ORIENTAL STEAMSHIP CO.","BREAKFAST","COMMERCIAL","SS GAELIC","BROADSIDE; ILLUS; 5.5X8.5;","","ILLUS, FLAG WITH O/O; HAND-WRITTEN;","1900-3584","1900-06-09","OCCIDENTAL  ORIENTAL STEAMSHIP CO","","","COMPLETE",2,25
16774,"","PACIFIC MAIL STEAMSHIP COMPANY","TIFFIN","COMMERCIAL","SS CITY OF RIO DE JANEIRO","BROADSHEET;5.75X8.5","DAILY MENU","DECORATIVE BORDER;2 COPIES;","1900-3839","1900-07-07","PACIFIC MAIL STEAMSHIP COMPANY","","","COMPLETE",2,20
16775,"","PACIFIC MAIL STEAMSHIP COMPANY","BREAKFAST","COMMERCIAL","SS CITY OF RIO DE JANEIRO","BROADSHEET;5.75X8.5","DAILY MENU","DECORATIVE BORDER;2 COPIES;","1900-3840","1900-07-07","PACIFIC MAIL STEAMSHIP COMPANY","","","COMPLETE",2,17
16776,"","PACIFIC MAIL STEAMSHIP COMPANY","BREAKFAST","COMMERCIAL","SS CITY OF RIO DE JANEIRO","BROADSHEET;5.75X8.5","DAILY MENU","DECORATIVE BORDER;2 COPIES;","1900-3843","1900-07-08","PACIFIC MAIL STEAMSHIP COMPANY","","","COMPLETE",2,20
16777,"","PACIFIC MAIL STEAMSHIP CO./TRANS PACIFIC LINE","DINNER","COMMERCIAL","SS RIO DE JANEIRO","FOLDER; ILLUS; 5.75X8.75;","DAILY","ILLUS, STEAMSHIP ON COVER IN RED WITHIN DECORATIVE BORDER;","1900-3845","1900-07-08","PACIFIC MAIL STEAMSHIP COTRANS PACIFIC LINE","","","COMPLETE",4,29
16778,"","?","DINNER","COMMERCIAL","NIAGARA TO THE SEA","CARD;ILLUS;4.25X7;","DAILY","WINE LIST ON BACK;CANDLE STICK,CHAFING DISH,FOOD;DATE WRITTEN BY HAND PROBABLY FB;","1900-3848","1900-07-08","","DOLLARS","$","COMPLETE",2,64
16779,"","?","DINNER","COMMERCIAL","NIAGARA TO THE SEA","CARD;ILLUS;4.25X7;","DAILY","WINE LIST ON BACK;CANDLE STICK,CHAFING DISH,FOOD;DATE WRITTEN BY HAND PROBABLY FB;","1900-3861","1900-07-09","","DOLLARS","$","COMPLETE",2,67
16780,"","HOTEL VELVET","TABLE DHOTE DINNER","COMMERCIAL","OLD ORCHARD BEACH ME","FOLDER; ILLUS; COL; 5.0X8.0;","","ILLUS OF HOTEL ON COVER; ILLUS OF HILDRETH'S ORIGINAL AND ONLY VELVET MOLASSES CANDY FACTORY ON REAR COVER; TABLE DE HOTE DINNER SERVED FROM 12 TO 3 FOR 75 CENTS; FISH DINNER SERVED FROM 11 A.M. TO 7 P.M. FOR 50 CENTS;","1900-3874","1900-07-12","HOTEL VELVET","","","COMPLETE",4,29
16782,"","STEAMER CHATEAUGAY","DINNER","COMMERCIAL","ABOARD SS CHATEAUGAY LAKE CHAMPLAIN NY","CARD; 4.75X7.5;","","MENU HAND WRITTEN IN PENCIL; DATE, ""13 JULY 1900"" AND ""LAKE CHAMPLAIN"" WRITTEN IN PEN POSSIBLY BY FB;","1900-3883","1900-07-13","STEAMER CHATEAUGAY","","","COMPLETE",2,26
16783,"","NORTHERN STEAMSHIP COMPANY/GREAT NORTHERN RY LINE.","LUNCHEON","COMMERCIAL","ON BOARD SS NORTH WEST","CARD; ILLUS; 7.25X12.75","","ILLUS, DRAWING OF STEAMER SET WITHIN FRAME;","1900-3886","1900-07-14","NORTHERN STEAMSHIP COMPANYGREAT NORTHERN RY LINE","DOLLARS","$","COMPLETE",2,102
16784,"","NORDDEUTSCHER LLOYD BREMEN","LUNCH","COMMERCIAL","EN ROUTE ABOARD DAMPFER HH MEIER","CARD; COL; ILLUS; 5.5 X 8;","","MENU IN GERMAN; ILLUSTRATION OF MEN AND WOMEN ON DECK; BACK OF MENU SET UP AS POST CARD;","1901-1065","1901-04-28","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",2,16
16786,"","NORDDEUTSCHER LLOYD BREMEN","SPEISEKARTE","COMMERCIAL","SS FRIEDRICH DER GROSSE","CARD; ILLUS; COL; 5.5X8;","","GERMAN ONLY; LIMITED CHOICES CONSIDERING FOREGOING SAMPLES; PERHAPS THIS IS A MENU FOR ANOTHER CLASS; MOST ITEMS ""AUF WUNSCH;"" ILLUSTRATION OF SMALL SHIP & SMALL BOATS IN HARBOR; ALSO A POSTCARD;","1901-2221","1901-08-27","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",2,11
16789,"","NORDDEUTSCHER LLOYD BREMEN","FRUHSTUCK","COMMERCIAL","SS FRIEDRICH DER GROSSE","FOLDER; ILLUS; COL; 4X6.5;","","GERMAN & ENGLISH; SAILSHIP, LARGE TANKER, SMALL ROWBOAT ON COVER, MANY SHIPS ON BACK COVER;","1901-2225","1901-08-28","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",4,58
16791,"","NORDDEUTSCHER LLOYD BREMEN","MITTAGESSEN","COMMERCIAL","SS FRIEDRICH DER GROSSE","CARD; ILLUS; COL; 5.25X8.25;","","GERMAN ONLY; LIMITED CHOICES CONSIDERING FOREGOING SAMPLES; PERHAPS THIS IS A MENU FOR ANOTHER CLASS; ILLUSTRATION OF ROCKY SHORELINE WITH SMALL SAIL BOAT; ALSO A POSTCARD;","1901-2227","1901-08-28","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",2,9
16792,"","NORDDEUTSCHER LLOYD BREMEN","SPEISEKARTE","COMMERCIAL","SS FRIEDRICH DER GROSSE","CARD; ILLUS; COL; 5.5X8;","","GERMAN ONLY; LIMITED CHOICES CONSIDERING FOREGOING SAMPLES; PERHAPS THIS IS A MENU FOR ANOTHER CLASS; MOST ITEMS ""AUF WUNSCH;"" ILLUSTRATION OF SHIPBOARD SCENE WITH PASSENGERS STROLLING & CHATTING; ALSO A POSTCARD;","1901-2228","1901-08-28","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",2,11
16794,"","NORDDEUTSCHER LLOYD BREMEN","FRUHSTUCK","COMMERCIAL","SS FRIEDRICH DER GROSSE","FOLDER; ILLUS; COL; 4X6.5;","","GERMAN & ENGLISH; LARGE SAILSHIP & TANKER, SMALL ROWBOAT ON COVER, NUMEROUS SHIPS ON BACK COVER;","1901-2232","1901-08-29","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",4,61
16795,"","NORDDEUTSCHER LLOYD BREMEN","MITTAGESSEN","COMMERCIAL","SS FRIEDRICH DER GROSSE","FOLDER; ILLUS; COL; 5X7.5;","","GERMAN & ENGLISH; CONCERT PROGRAM ON BACK COVER; ILLUSTRATION OF LARGE STEAMSHIP AT SEA;","1901-2233","1901-08-29","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",4,34
16796,"","NORDDEUTSCHER LLOYD BREMEN","MITTAGESSEN","COMMERCIAL","SS FRIEDRICH DER GROSSE","CARD; ILLUS; COL; 5.25X8.25;","","GERMAN ONLY; LIMITED CHOICES CONSIDERING FOREGOING SAMPLES; PERHAPS THIS IS A MENU FOR ANOTHER CLASS; ILLUSTRATION OF BUSY HARBOR SCENE SURROUNDED BY SKETCHES OF WINE BOTTLES, FRUIT PLATTERS, ETC; ALSO A POSTCARD;","1901-2234","1901-08-29","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",2,10
16806,"","RED STAR LINE","BREAKFAST","COMMERCIAL","SS ZEELAND","CARD; ILLUS; COL; 5X7.75;","","PHOTO OF STEAMSHIP IN HARBOUR WITH NEARBY SAILBOATS; MENU ALSO A POSTCARD;","1901-2665","1901-11-18","RED STAR LINE","","","COMPLETE",2,23
16808,"","RED STAR LINE","DINNER","COMMERCIAL","EN ROUTE ABOARD SSZEELAND","CARD; ILLUS; COL; 5 X 8;","","ILLUSTRATION OF SHIP AND ART DECO BORDER;","1901-2669","1901-11-19","RED STAR LINE","","","COMPLETE",2,24
16811,"","HOTEL KNICKERBOCKER","DAILY MENU SUPPER","COMMERCIAL","NEW YORK NY","CARD; ILLUS; COL; 7.75X12;","","DATE NOTED BY FEB;","1906-1013","1906-12-25","HOTEL KNICKERBOCKER","DOLLARS","$","COMPLETE",2,92
16812,"","COMPAGNIE GÉNÉRALE TRANSATLANTIQUE","DINNER","COMMERCIAL","ABOARD PAQUEBOT LA LORRAINE","CARD; ILLUS; COL; 6 X 8;","","MENU IN FRENCH AND ENGLISH; PHOTOS OF STEAMER AND CATHEDRAL;","1906-1020","1906-12-28","COMPAGNIE GENERAL TRANSATLANTIQUE","","","COMPLETE",3,37
16813,"","ST. REGIS HOTEL","DINNER","COMMERCIAL","NEW YORK CITY","CARD; 5X8;","","MENU IN BOTH FRENCH AND ENGLISH;","1906-1047","1906-12-31","HOTEL ST REGIS","DOLLARS","$","COMPLETE",2,182
16814,"","NORDDEUTSCHER LLOYD BREMEN","MITTAGESSEN","COMMERCIAL","SS FRIEDRICH DER GROSSE","CARD; ILLUS; COL; 5.25X8.25;","","GERMAN ONLY; LIMITED CHOICES CONSIDERING FOREGOING SAMPLES; PERHAPS THIS IS A MENU FOR ANOTHER CLASS; ILLUSTRATION OF STEAMSHIP AT SEA, BORDER OF MYTHICAL FIGURES; ALSO A POSTCARD;","1901-2300","1901-09-09","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",2,12
16815,"","NORDDEUTSCHER LLOYD BREMEN","SPEISEKARTE","COMMERCIAL","SS FRIEDRICH DER GROSSE","CARD; ILLUS; COL; 5.5X8;","","GERMAN ONLY; LIMITED CHOICES CONSIDERING FOREGOING SAMPLES; PERHAPS THIS IS A MENU FOR ANOTHER CLASS; MOST ITEMS ""AUF WUNSCH;"" ILLUSTRATION OF LARGE STEAMSHIP AT SEA; ALSO A POSTCARD;","1901-2301","1901-09-09","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",2,12
16816,"","NORDDEUTSCHER LLOYD BREMEN","MIDDAY MEAL","COMMERCIAL","EN ROUTE ABOARD DAMPFER LAHN","CARD; COL; ILLUS; 5.5 X 8.25;","","MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF STEAMER AND ROCKY SHORE; BACK OF CARD PRINTED AS POSTCARD FOR MAILING;","1901-1255","1901-05-12","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",2,26
16817,"","NORDDEUTSCHER LLOYD BREMEN","LUNCH","COMMERCIAL","EN ROUTE ABOARD DAMPFER LAHN","CARD; COL; ILLUS; 5.5 X 8.25;","","MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF STEAMER AND SAILING SHIPS; BACK OF CARD PRINTED AS POSTCARD FOR MAILING;","1901-1258","1901-05-12","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",2,69
16819,"","NORDDEUTSCHER LLOYD BREMEN","DINNER","COMMERCIAL","EN ROUTE ABOARD DAMPFER LAHN","FOLDER; COL; ILLUS; 5.25 X 7.25;","","MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF STEAMER AND SAILING SHIPS;MUSICAL PROGRAM;","1901-1260","1901-05-12","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",4,36
16820,"","NORDDEUTSCHER LLOYD BREMEN","MIDDAY MEAL","COMMERCIAL","EN ROUTE ABOARD DAMPFER NECKER","CARD; COL; ILLUS; 5.5 X 8.25;","","MENU IN GERMAN ONLY; ILLUSTRATION OF SCHULSCHIFF HERZOGIN SOPHIE CHARLOTTE; BACK OF CARD PRINTED AS POSTCARD FOR MAILING;","1901-1264","1901-05-13","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",2,11
16821,"","NORDDEUTSCHER LLOYD BREMEN","MIDDAY MEAL","COMMERCIAL","EN ROUTE ABOARD DAMPFER LAHN","CARD; COL; ILLUS; 5.5 X 8.25;","","MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF STEAMER AND SEAFOOD; BACK OF CARD PRINTED AS POSTCARD FOR MAILING;","1901-1265","1901-05-13","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",2,14
16822,"","NORDDEUTSCHER LLOYD BREMEN","BREAKFAST","COMMERCIAL","EN ROUTE ABOARD DAMPFER LAHN","CARD; COL; ILLUS; 5.5 X 8.25;","","MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF SAILING SHIP AND ROCKY SHORE;BACK OF CARD PRINTED AS POSTCARD FOR MAILING;","1901-1266","1901-05-13","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",2,26
16824,"","NORDDEUTSCHER LLOYD BREMEN","BREAKFAST","COMMERCIAL","EN ROUTE ABOARD DAMPFER LAHN","CARD; COL; ILLUS; 5.5 X 8.25;","","MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF AND ROCKY SHORE;BACK OF CARD PRINTED AS POSTCARD FOR MAILING;","1901-1268","1901-05-13","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",2,71
16825,"","NORDDEUTSCHER LLOYD BREMEN","DINNER","COMMERCIAL","EN ROUTE ABOARD DAMPFER LAHN","FOLDER; COL; ILLUS; 5.25 X 7.25;","","MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF WOMAN IN CLASSICAL DRAPERY, NAUTICAL MOTIF; MUSICAL PROGRAM;","1901-1269","1901-05-13","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",4,32
16826,"","OCEANIC STEAMSHIP COMPANY","LUNCHEON  SECOND CABIN","COMMERCIAL","EN ROUTE ABOARD SONOMA","CARD; 5.5 X 7;","","LOGO;","1901-1270","1901-05-13","OCEANIC STEAMSHIP COMPANY","","","COMPLETE",2,30
16827,"","WESTMINSTER HOTEL","DINNER","COMMERCIAL","","CARD; ILLUS; 4.5X7.5;","","NO INDICATION OF LOCATION; DECORATIVE DESIGN AROUND HOTEL NAME;","1901-1389","1901-05-22","HOTEL WESTMINSTER","","","COMPLETE",2,57
16828,"","OCEANIC STEAMSHIP COMPANY","LUNCHEON","COMMERCIAL","SONOMA","CARD; ILLUS; COL; 5.5X7;","","SS COMPANY FLAG AT TOP;","1901-1391","1901-05-22","OCEANIC STEAMSHIP COMPANY","","","COMPLETE",2,37
16829,"","OCEANIC STEAMSHIP COMPANY","DINNER","COMMERCIAL","SONOMA","CARD; ILLUS; COL; 5.5X8.5;","","SS COMPANY FLAG AT TOP;","1901-1392","1901-05-22","OCEANIC STEAMSHIP COMPANY","","","COMPLETE",2,41
16830,"","OCEANIC STEAMSHIP COMPANY","BREAKFAST","COMMERCIAL","VENTURA","CARD; ILLUS; COL; 5.5X7;","","SS COMPANY FLAG AT TOP;","1901-1400","1901-05-23","OCEANIC STEAMSHIP COMPANY","","","COMPLETE",2,31
16831,"","OCEANIC STEAMSHIP COMPANY","LUNCHEON","COMMERCIAL","VENTURA","CARD; ILLUS; COL; 5.5X7;","","SS COMPANY FLAG AT TOP;","1901-1401","1901-05-23","OCEANIC STEAMSHIP COMPANY","","","COMPLETE",2,31
16832,"","OCEANIC STEAMSHIP COMPANY","LUNCHEON","COMMERCIAL","SONOMA","CARD; ILLUS; COL; 5.5X7;","","SS COMPANY FLAG AT TOP;","1901-1403","1901-05-23","OCEANIC STEAMSHIP COMPANY","","","COMPLETE",2,36
16833,"","OCEANIC STEAMSHIP COMPANY","DINNER","COMMERCIAL","SONOMA","CARD; ILLUS; COL; 5.5X8.5;","","SS COMPANY FLAG AT TOP;","1901-1404","1901-05-23","OCEANIC STEAMSHIP COMPANY","","","COMPLETE",2,32
16834,"","OCEANIC STEAMSHIP COMPANY","LUNCHEON","COMMERCIAL","SONOMA  SECOND CABIN","CARD; ILLUS; COL; 5.25X6.75;","","STEAMSHIP FLAG AT TOP OF MENU;","1901-1405","1901-05-23","OCEANIC STEAMSHIP COMPANY","","","COMPLETE",2,29
16835,"","OCEANIC STEAMSHIP COMPANY","DINNER","COMMERCIAL","SONOMA  SECOND CABIN","CARD; ILLUS; COL; 5.25X6.75;","","STEAMSHIP FLAG AT TOP OF MENU;","1901-1406","1901-05-23","OCEANIC STEAMSHIP COMPANY","","","COMPLETE",2,25
16836,"","WESTMINSTER HOTEL","BREAKFAST","COMMERCIAL","","CARD; 4.5X7.25;","","NO LOCATION INDICATED FOR THIS HOTEL;","1901-1407","1901-05-23","HOTEL WESTMINSTER","","","COMPLETE",2,65
16837,"","WESTMINSTER HOTEL","LUNCHEON","COMMERCIAL","","CARD; 4.5X7.25;","","NO LOCATION INDICATED FOR THIS HOTEL;","1901-1408","1901-05-23","HOTEL WESTMINSTER","","","COMPLETE",2,55
16838,"","WESTMINSTER HOTEL","BREAKFAST","COMMERCIAL","","CARD; 4.5X7.25;","","NO LOCATION INDICATED FOR THIS HOTEL;","1901-1410","1901-05-24","HOTEL WESTMINSTER","","","COMPLETE",2,66
16839,"","WESTMINSTER HOTEL","LUNCHEON","COMMERCIAL","","CARD; 4X6.75;","","NO LOCATION INDICATED FOR THIS HOTEL;","1901-1411","1901-05-24","HOTEL WESTMINSTER","","","COMPLETE",2,53
16842,"","STATLER'S HOTEL AND RESTAURANT","LUNCHEON","COMMERCIAL","ELLICOTT SQUARE BUFFALO NY","CARD; COL; ILLUS; 5.75 X 8;","","GREEN ILLUSTRATION OF HOTEL AND BUFFALO EXPOSITION (?);","1901-1805","1901-07-01","STATLERS HOTEL AND RESTAURANT","","","COMPLETE",2,20
16843,"","STATLER'S HOTEL AND RESTAURANT","DINNER","COMMERCIAL","ELLICOTT SQUARE BUFFALO NY","CARD; COL; ILLUS; 5.75 X 8;","","GREEN ILLUSTRATION OF HOTEL AND BUFFALO EXPOSITION (?);","1901-1806","1901-07-01","STATLERS HOTEL AND RESTAURANT","","","COMPLETE",2,23
16844,"","ERIE RAILROAD (?)","DINNER","COMMERCIAL","ENROUTE ALONG THE PICTURESQUE ERIE","CARD; ILLUS; 5.25 X 7.5;","","PRIX FIXE MENU; PHOTOS OF SCENIC VIEWS; ORNAMENTAL BORDER;","1901-1807","1901-07-01","ERIE RAILROAD ","","","COMPLETE",2,36
16845,"","ERIE RAILROAD (?)","DINNER","COMMERCIAL","ENROUTE ALONG THE PICTURESQUE ERIE","CARD; ILLUS; 5.25 X 7.5;","","PRIX FIXE MENU; PHOTOS OF SCENIC VIEWS; ORNAMENTAL BORDER;","1901-1809","1901-07-01","ERIE RAILROAD ","","","COMPLETE",2,35
16846,"","R.M.S. OCEANIC","BREAKFAST","COMMERCIAL","RMS OCEANIC","CARD; ILLUS; COL;3.25X4.75;","","RED FLAG WITH STAR; MONOGRAM;","1900-1006","1900-02-12","RMS OCEANIC","","","COMPLETE",2,25
16847,"","R.M.S. OCEANIC","LUNCHEON","COMMERCIAL","RMS OCEANIC","CARD; ILLUS; COL;3.25X4.75;","","RED FLAG WITH STAR; MONOGRAM;","1900-1007","1900-02-12","RMS OCEANIC","","","COMPLETE",2,31
16848,"","R.M.S. OCEANIC","LUNCHEON","COMMERCIAL","RMS OCEANIC","CARD; ILLUS; COL; 4.25X6.25;","","RED FLAG WITH STAR; MONOGRAM;","1900-1008","1900-02-12","RMS OCEANIC","","","COMPLETE",2,22
16849,"","HOTEL MARIE ANTOINETTE","DINNER MENU","COMMERCIAL","NEW YORK NY","BROADSIDE; ILLUS; COL; 6.5X8.75;","","PRICED MENU; HOTEL SEAL AT TOP OF MENU;","1900-1023","1900-02-12","HOTEL MARIE ANTOINETTE","DOLLARS","$","COMPLETE",2,124
16850,"","RED STAR LINE","BREAKFAST","COMMERCIAL","RMS OCEANIC","CARD;ILL;COL;3.5X5;","DAILY","RED FLAG WITH WHITE STAR TOP CENTER;MONOGRAM;","1900-1065","1900-02-14","RED STAR LINE","","","COMPLETE",2,22
